Name,License_No,Area,Police_Station,Address,Gun_Type,Weapon_Model,Issue_Date,Expiry_Date,Status,Mobile,Gender,DOB,Remarks
Preeti Sachdeva,MP-BPL-2021-776163,Bairagarh,Bairagarh Police Station,"H.No. 531, Gandhi Zila, Bairagarh, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2015-12-04,2025-12-01,Active,9819735442,Female,1951-03-11,
Arun Sachdeva,MP-BPL-2012-209454,Saket Nagar,Saket Nagar Police Station,"128, Bhakti Road, Saket Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2017-05-25,2027-05-23,Active,+917845046217,Male,1969-07-25,
Avinash Desai,MP-BPL-2014-369434,Patel Nagar,Patel Nagar Police Station,"645/269, Shanti Ganj, Patel Nagar, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2018-12-18,2028-12-15,Active,6010898573,Male,1995-09-30,
Ankit Yadav,MP-BPL-2017-944381,Bagsewaniya,Bagsewaniya Police Station,"436, Prakash Circle, Bagsewaniya, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-05-13,2027-05-11,Revoked,9226540165,Male,1965-01-20,Due to festival
Manoj Singh,MP-BPL-2010-977634,Chunabhatti,Chunabhatti Police Station,"30, Bhakti Circle, Chunabhatti, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2010-12-04,2020-12-01,Submitted,9490509759,Male,1993-12-06,Due to order
Chetan Khanna,MP-BPL-2014-753411,Ashoka Garden,Ashoka Garden Police Station,"179/69, Lakshmi Marg, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2016-01-17,2026-01-14,Active,+917186604747,Male,2000-02-07,
Avinash Arora,MP-BPL-2013-107482,Govindpura,Govindpura Police Station,"H.No. 841/114, Lakshmi Nagar, Govindpura, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-06-09,2028-06-06,Active,+917839992192,Male,1978-11-29,
Ajit Kapoor,MP-BPL-2015-783238,MP Nagar,MP Nagar Police Station,"21/991, Shakti Path, MP Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2020-10-11,2030-10-09,Active,+917290349446,Male,1978-12-13,
Amit Thakur,MP-BPL-2020-469601,Arera Colony,Arera Colony Police Station,"360/548, Aman Nagar, Arera Colony, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2013-10-08,2023-10-06,Expired,6486005009,Male,1970-07-04,Due to election
Savita Khanna,MP-BPL-2021-313953,Jahangirabad,Jahangirabad Police Station,"381/698, Udyan Road, Jahangirabad, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2021-02-06,2031-02-04,Revoked,9420595565,Female,1972-09-19,Due to order
Deepak Pandey,MP-BPL-2020-322577,Govindpura,Govindpura Police Station,"292/626, Unnati Marg, Govindpura, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2020-07-24,2030-07-22,Revoked,9866798994,Male,1977-09-05,Due to festival
Radhika Singh,MP-BPL-2024-388840,Bagsewaniya,Bagsewaniya Police Station,"H.No. 636/415, Vikas Marg, Bagsewaniya, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2016-11-25,2026-11-23,Active,8732354940,Female,1974-06-23,
Rahul Malhotra,MP-BPL-2017-156307,Berasia,Berasia Police Station,"H.No. 955/165, Tagore Street, Berasia, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2016-07-09,2026-07-07,Active,8276774625,Male,1962-05-19,
Gita Bajaj,MP-BPL-2022-565413,Patel Nagar,Patel Nagar Police Station,"708/584, Bhakti Zila, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-03-06,2028-03-03,Active,9165228989,Female,1990-05-02,
Akhil Gupta,MP-BPL-2023-247572,TT Nagar,TT Nagar Police Station,"182/132, Azad Nagar, TT Nagar, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2019-07-26,2029-07-23,Active,9009345962,Male,2004-05-26,
Garima Chauhan,MP-BPL-2022-235067,Arera Colony,Arera Colony Police Station,"H.No. 427, Mukti Chowk, Arera Colony, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2017-12-15,2027-12-13,Active,+917356999299,Female,1952-10-24,
Naresh Joshi,MP-BPL-2024-857065,Katara Hills,Katara Hills Police Station,"327, Nehru Circle, Katara Hills, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2015-10-18,2025-10-15,Active,8123828258,Male,1968-06-17,
Arjun Kapoor,MP-BPL-2018-701715,Raisen Road,Raisen Road Police Station,"H.No. 135/293, Vikas Marg, Raisen Road, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2018-04-11,2028-04-08,Revoked,+918762542926,Male,1964-10-16,Due to festival
Avinash Chopra,MP-BPL-2025-946335,Hoshangabad Road,Hoshangabad Road Police Station,"H.No. 471/997, Vikas Ganj, Hoshangabad Road, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-04-24,2027-04-22,Active,8931034131,Male,1982-11-02,
Avinash Jain,MP-BPL-2011-492546,Kolar Road,Kolar Road Police Station,"258/158, Patel Ganj, Kolar Road, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2016-12-28,2026-12-26,Active,8581920487,Male,1972-11-07,
Karan Patel,MP-BPL-2012-204165,Patel Nagar,Patel Nagar Police Station,"423/443, Vikas Road, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2012-05-07,2022-05-05,Submitted,+917083481242,Male,1983-03-25,Due to order
Pramod Desai,MP-BPL-2018-775092,Ayodhya Nagar,Ayodhya Nagar Police Station,"278, Vikas Street, Ayodhya Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2013-11-06,2023-11-04,Expired,9351896225,Male,1968-11-25,
Radha Chauhan,MP-BPL-2021-944264,Koh-e-Fiza,Koh-e-Fiza Police Station,"465, Mukti Colony, Koh-e-Fiza, Bhopal, Madhya Pradesh",Air Gun,.32 Bore Pistol,2021-01-27,2031-01-25,Revoked,7207811379,Female,1959-11-15,Due to order
Radha Bansal,MP-BPL-2021-778739,Karond,Karond Police Station,"H.No. 477, Kranti Ganj, Karond, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2015-03-27,2025-03-24,Expired,8837990053,Female,1962-06-15,Due to festival
Avinash Bajaj,MP-BPL-2014-349123,Saket Nagar,Saket Nagar Police Station,"9/52, Safalta Circle, Saket Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2019-10-19,2029-10-16,Active,7016301597,Male,1998-02-09,
Sunil Shukla,MP-BPL-2015-596219,Katara Hills,Katara Hills Police Station,"619, Prakash Circle, Katara Hills, Bhopal, Madhya Pradesh",Air Gun,.38 Revolver,2015-12-16,2025-12-13,Submitted,8356690551,Male,1995-02-14,Due to festival
Priya Kumar,MP-BPL-2023-905459,Saket Nagar,Saket Nagar Police Station,"395/454, Saraswati Zila, Saket Nagar, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2023-01-18,2033-01-15,Submitted,+919183764520,Female,1999-04-28,Due to order
Mahesh Pandey,MP-BPL-2012-789719,Patel Nagar,Patel Nagar Police Station,"582/432, Lakshmi Nagar, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-04-20,2028-04-17,Active,6569659171,Male,1975-08-22,
Nikhil Shukla,MP-BPL-2011-924558,Bairagarh,Bairagarh Police Station,"790/57, Azad Ganj, Bairagarh, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2020-12-23,2030-12-21,Active,6499825080,Male,1988-05-05,
Nita Singh,MP-BPL-2021-955933,Indrapuri,Indrapuri Police Station,"323, Patel Street, Indrapuri, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2016-12-10,2026-12-08,Active,9092300716,Female,1955-02-14,
Pooja Malhotra,MP-BPL-2018-823044,TT Nagar,TT Nagar Police Station,"77/202, Tagore Street, TT Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2016-01-08,2026-01-05,Active,6076095431,Female,2000-02-29,
Rakesh Singh,MP-BPL-2014-648615,Chhola Road,Chhola Road Police Station,"45/133, Tagore Circle, Chhola Road, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2014-01-17,2024-01-15,Revoked,+916731096789,Male,1990-04-28,Due to order
Tarun Thakur,MP-BPL-2015-338564,Vidya Nagar,Vidya Nagar Police Station,"861, Azad Path, Vidya Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2013-08-29,2023-08-27,Expired,+919937416089,Male,1956-11-16,Due to election
Chetan Pandey,MP-BPL-2016-436434,Ashoka Garden,Ashoka Garden Police Station,"H.No. 997, Unnati Street, Ashoka Garden, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2016-06-05,2026-06-03,Active,9290529187,Male,1963-12-12,
Ashok Mehra,MP-BPL-2019-846172,Bairagarh,Bairagarh Police Station,"59/840, Tagore Street, Bairagarh, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2019-11-24,2029-11-21,Submitted,9038430988,Male,2000-11-26,Due to festival
Mukesh Gupta,MP-BPL-2012-914044,Bagsewaniya,Bagsewaniya Police Station,"468, Azad Circle, Bagsewaniya, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2018-12-26,2028-12-23,Active,9809270452,Male,1964-08-24,
Ankit Tiwari,MP-BPL-2016-458143,Arera Colony,Arera Colony Police Station,"H.No. 488/479, Pragati Nagar, Arera Colony, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-12-20,2026-12-18,Submitted,8946521707,Male,2001-02-18,Due to election
Nidhi Rathore,MP-BPL-2012-761959,Piplani,Piplani Police Station,"946, Subhash Chowk, Piplani, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-10-14,2027-10-12,Active,7983347743,Female,1957-12-30,
Ajit Shukla,MP-BPL-2015-557861,Piplani,Piplani Police Station,"537, Gandhi Street, Piplani, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2015-09-13,2025-09-10,Submitted,+919793521962,Male,1978-11-26,Due to order
Mahesh Khanna,MP-BPL-2025-638697,Kolar Road,Kolar Road Police Station,"841/409, Shakti Path, Kolar Road, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2012-11-10,2022-11-08,Expired,6788026529,Male,1973-09-26,Due to festival
Nikhil Joshi,MP-BPL-2023-970679,Govindpura,Govindpura Police Station,"582, Vikas Path, Govindpura, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2023-01-16,2033-01-13,Submitted,7598398590,Male,1952-04-08,Due to festival
Mukesh Bhatia,MP-BPL-2011-972786,Shyamla Hills,Shyamla Hills Police Station,"562/479, Tagore Path, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2011-08-17,2021-08-14,Revoked,9833321160,Male,1967-06-17,Due to festival
Alok Kumar,MP-BPL-2019-850565,Kolar Road,Kolar Road Police Station,"663/732, Gandhi Chowk, Kolar Road, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2020-04-23,2030-04-21,Active,6460568761,Male,1954-12-15,
Pavan Patel,MP-BPL-2011-933206,Koh-e-Fiza,Koh-e-Fiza Police Station,"967, Tilak Chowk, Koh-e-Fiza, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2020-12-16,2030-12-14,Active,6155626060,Male,1973-11-22,
Dinesh Bhatia,MP-BPL-2014-181721,Karond,Karond Police Station,"984/104, Mukti Street, Karond, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2014-07-04,2024-07-01,Expired,+917383928861,Male,1993-11-09,Due to election
Arjun Sachdeva,MP-BPL-2020-727373,Hoshangabad Road,Hoshangabad Road Police Station,"H.No. 66, Lakshmi Ganj, Hoshangabad Road, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2020-01-26,2030-01-23,Submitted,7911872282,Male,1992-01-28,Due to order
Mohit Bajaj,MP-BPL-2025-924833,New Market,New Market Police Station,"134, Pragati Road, New Market, Bhopal, Madhya Pradesh",Air Gun,.32 Bore Pistol,2025-11-07,2035-11-05,Submitted,9615001113,Male,1969-08-08,Due to festival
Mohit Rathore,MP-BPL-2019-739247,TT Nagar,TT Nagar Police Station,"H.No. 736, Safalta Road, TT Nagar, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2013-10-28,2023-10-26,Expired,8318343695,Male,1955-03-25,Due to election
Rakesh Mishra,MP-BPL-2010-808640,Saket Nagar,Saket Nagar Police Station,"505/783, Aman Street, Saket Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2010-01-22,2020-01-20,Submitted,8957947284,Male,1969-12-11,Due to election
Naresh Mittal,MP-BPL-2011-760525,Hoshangabad Road,Hoshangabad Road Police Station,"H.No. 211/161, Mukti Marg, Hoshangabad Road, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2018-02-22,2028-02-20,Active,+919125521376,Male,1982-08-14,
Kirti Arora,MP-BPL-2015-332388,Shyamla Hills,Shyamla Hills Police Station,"636/692, Pragati Road, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2015-01-29,2025-01-26,Expired,7158286304,Male,1992-02-07,Due to election
Naresh Bansal,MP-BPL-2019-283631,TT Nagar,TT Nagar Police Station,"883, Patel Road, TT Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2019-02-05,2029-02-02,Active,9402338686,Male,1979-10-15,
Rahul Patel,MP-BPL-2022-730127,Shahpura,Shahpura Police Station,"577/538, Nehru Road, Shahpura, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2018-09-10,2028-09-07,Active,7825212932,Male,1951-02-15,
Varun Goel,MP-BPL-2017-833599,Shahpura,Shahpura Police Station,"339/904, Shanti Zila, Shahpura, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2015-11-02,2025-10-30,Active,6715772459,Male,1968-12-08,
Pramod Singh,MP-BPL-2019-456710,Vidya Nagar,Vidya Nagar Police Station,"267, Shakti Chowk, Vidya Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2018-08-28,2028-08-25,Active,8725629269,Male,1998-05-04,
Kriti Maheshwari,MP-BPL-2016-350067,Ashoka Garden,Ashoka Garden Police Station,"H.No. 197, Durga Zila, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2018-10-22,2028-10-19,Active,9603242044,Female,1968-12-09,
Arjun Chopra,MP-BPL-2015-934755,New Market,New Market Police Station,"34/737, Bhakti Marg, New Market, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2015-10-03,2025-09-30,Active,7425197018,Male,1988-09-13,
Lalit Maheshwari,MP-BPL-2017-455465,Ashoka Garden,Ashoka Garden Police Station,"982/454, Mukti Colony, Ashoka Garden, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-05-23,2027-05-21,Revoked,+916209481813,Male,1976-09-16,Due to order
Amit Goel,MP-BPL-2017-155000,MP Nagar,MP Nagar Police Station,"H.No. 213, Bhakti Zila, MP Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2015-12-20,2025-12-17,Active,9138674857,Male,1979-03-27,
Kriti Agrawal,MP-BPL-2019-538996,Bagsewaniya,Bagsewaniya Police Station,"552/546, Aman Ganj, Bagsewaniya, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2016-02-20,2026-02-17,Active,9893135030,Female,1993-01-24,
Nidhi Verma,MP-BPL-2025-552708,Roshanpura,Roshanpura Police Station,"148, Udyan Nagar, Roshanpura, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2013-03-13,2023-03-11,Expired,7625366677,Female,1966-11-11,Due to order
Ratan Rathore,MP-BPL-2012-840581,Berasia,Berasia Police Station,"H.No. 295/607, Nehru Ganj, Berasia, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2018-07-07,2028-07-04,Active,+916123428931,Male,1951-05-17,
Kriti Verma,MP-BPL-2012-621250,Piplani,Piplani Police Station,"486, Nehru Colony, Piplani, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-08-07,2026-08-05,Active,+916148967808,Female,1997-08-19,
Deepak Thakur,MP-BPL-2016-859813,Chhola Road,Chhola Road Police Station,"695/889, Kranti Zila, Chhola Road, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-01-04,2026-01-01,Active,6695814671,Male,2002-08-06,
Rajesh Mehta,MP-BPL-2017-217712,Saket Nagar,Saket Nagar Police Station,"967/459, Tilak Ganj, Saket Nagar, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2014-04-20,2024-04-17,Expired,7564078308,Male,1985-05-04,
Amit Pandey,MP-BPL-2019-904308,New Market,New Market Police Station,"H.No. 839/214, Shakti Zila, New Market, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2020-05-03,2030-05-01,Active,8056658833,Male,1990-03-12,
